web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740286931-1092","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4141471","Brebis","110 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1740286934-1093","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4143070","Mouton Ladoum","500 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740286936-1094","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawatt-4150287","Mouton Ladoum Azawatt","400 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg"
"1740286939-1095","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4150306","Mouton ladoum","500 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg"
"1740286941-1096","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4152006","Mouton","600 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1740286943-1097","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4155201","Brebis","95 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1740286946-1098","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4160771","Mouton Azawat","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg"
"1740286948-1099","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4169738","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740286950-1100","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4175237","Brebis","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1740286953-1101","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4177437","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1740286955-1102","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4192844","Mouton Ladoum","125 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286957-1103","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4195346","Mouton ladoum","850 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg"
"1740286960-1104","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4196101","Mouton Ladoum","75 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740286962-1105","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4198188","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740286965-1106","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4198569","Mouton","240 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1740286967-1107","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4198927","Moutons","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286969-1108","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4200797","Moutons","125 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286972-1109","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4202091","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1740286974-1110","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4204058","Moutons","180 000 CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1740286976-1111","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4206601","Mouton Ladoum","135 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286979-1112","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4211097","Mouton","270 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740286981-1113","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4213425","Brebis","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430520_uploaded_image1_1698276223.jpg"
"1740286983-1114","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4220644","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286986-1115","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4223482","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286988-1116","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4223484","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286991-1117","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4223486","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286993-1118","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4223524","Moutons","97 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286996-1119","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4223526","Moutons","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286998-1120","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4226905","Mouton","260 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1740287000-1121","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4227161","Mouton","320 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287003-1122","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4228460","Mouton","8 000 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740287005-1123","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4228472","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740287007-1124","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4229136","Mouton","170 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287012-1125","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4231235","Mouton Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740287015-1126","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4231286","Mouton","380 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1740287017-1127","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4236443","Mouton","500 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1740287020-1128","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/belier-4237485","Bélier","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4237485_uploaded_image2_1685558172.jpeg"
"1740287022-1129","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4237665","Mouton Ladoum","450 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1740287024-1130","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4242404","Mouton","250 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287027-1131","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4242585","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287029-1132","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4247736","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287031-1133","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4247740","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287034-1134","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4247742","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287036-1135","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4247744","Moutons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287038-1136","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4248460","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1740287041-1137","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4250400","Mouton Ladoum","165 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740287043-1138","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4250864","Mouton  ladoum","400 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287046-1139","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4251926","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740287048-1140","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4252068","Mouton","250 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252068_uploaded_image1_1686495864.jpg"
"1740287050-1141","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4252367","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740287053-1142","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/belier-4253138","Bélier","475 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4253138_uploaded_image1_1686569913.jpg"
"1740287055-1143","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4255895","Mouton","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1740287057-1144","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-azwat-4256261","Mouton azwat","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4256261_uploaded_image1_1686746544.jpg"
"1740287060-1145","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4257202","Moutons","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287062-1146","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4224488","Mouton  ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287064-1147","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4258464","Mouton","140 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1740287067-1148","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4259471","Moutons","135 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287069-1149","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4259601","Mouton","700 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740287072-1150","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4259620","Mouton","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287074-1151","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouron-4260033","Mouron","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4260033_uploaded_image1_1687006073.jpg"
"1740287076-1152","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4260282","Mouton","500 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1740287079-1153","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4260472","Moutons","115 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287081-1154","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4260583","Mouton ladoum","400 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1740287084-1155","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4260735","Moutons","130 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287086-1156","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4261058","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1740287088-1157","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4261323","Mouton Ladoum","145 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1740287091-1158","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/belier-4261540","Bélier","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4261540_uploaded_image1_1687133074.jpg"
"1740287093-1159","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4263512","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287096-1160","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4264167","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740287098-1161","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-4265640","Mouton Azawat","400 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1740287101-1162","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4265763","Moutons","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740287103-1163","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4265814","Mouton Ladoum","750 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4719240_uploaded_image1_1714554654.jpg"
"1740287105-1164","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4266788","Mouton","850 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287108-1165","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4266947","Mouton ladoum","320 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1740287110-1166","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4267338","Mouton","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4267338_uploaded_image1_1687474078.jpg"
"1740287113-1167","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4271944","Mouton","325 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1740287115-1168","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4272303","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287117-1169","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-4272920","Mouton Tabaski","165 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4272920_uploaded_image1_1687908925.jpg"
"1740287120-1170","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4273458","Mouton","235 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740287122-1171","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4249782","Mouton Ladoum","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740287124-1172","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4277689","Mouton","420 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740287127-1173","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/moutons-4286897","Mouton","350 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1740287130-1174","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4290166","Mouton ladoum","650 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1740287132-1175","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4295855","Mouton Ladoum","500 000 CFA","Kaffrine, Sénégal","https://images.coinafrique.com/thumb_4295855_uploaded_image1_1689444388.jpg"
"1740287134-1176","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4263820","Mouton  ladoum","295 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287137-1177","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4263826","Mouton  ladoum","265 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287139-1178","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4263827","Mouton  ladoum","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287142-1179","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4296534","Mouton","350 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4372450_uploaded_image1_1694450195.jpg"
"1740287144-1180","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4312063","Mouton  ladoum","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4600147_uploaded_image1_1708304604.jpg"
"1740287147-1181","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4324447","Brebis","160 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324447_uploaded_image1_1691332476.jpg"
"1740287149-1182","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4324452","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287151-1183","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4331406","Mouton","650 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740287154-1184","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4332510","Mouton","135 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4372450_uploaded_image1_1694450195.jpg"
"1740287156-1185","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4372450","Mouton","250 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4372450_uploaded_image1_1694450195.jpg"
"1740287159-1186","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-4384585","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1740287161-1187","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-brebis-4423962","Mouton Brebis","700 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4423962_uploaded_image1_1697827433.jpg"
"1740287164-1188","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/brebis-4430520","Brebis","700 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430520_uploaded_image1_1698276223.jpg"
"1740287166-1189","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-4437187","Mouton  ladoum","750 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740287169-1190","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-4438670","Mouton","130 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740287171-1191","https://sn.coinafrique.com/categorie/moutons?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4438677","Mouton Ladoum","300 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
