web-scraper-order,web-scraper-start-url,chiens,chiens-href,nom,prix,adresse,image_lien-src
"1740284342-215","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3086369","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1740284344-216","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3092060","Chiot berger allemand","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092060_uploaded_image1_1619960652.jpg"
"1740284346-217","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-3098631","Chiots labradors","450 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1740284349-218","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650","Chien Pitbull","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098650_uploaded_image1_1620217591.jpg"
"1740284354-219","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-male-femelle-3106040","Chiots Berger Malinois mâle - femelle","200 000 CFA","",""
"1740284356-220","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-male-berger-allemand-3106042","Chien mâle berger allemand","150 000 CFA","",""
"1740284358-221","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-3109622","Chiot berger malinois","100 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1740284361-222","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-3121248","Chiens Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3121248_uploaded_image1_1621346709.jpg"
"1740284363-223","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3127168","Chiot Malinois","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1740284365-224","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-tigres-3130909","Chiots tigrés","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3130909_uploaded_image1_1621857767.jpg"
"1740284368-225","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbul-3137013","Pitbul","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3137013_uploaded_image1_1622138411.jpg"
"1740284370-226","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichons-maltais-3143508","Bichons maltais","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740284373-227","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154709","Mâle berger allemand","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1740284375-228","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154731","Mâle berger allemand","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1740284377-229","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-malte-3154816","Chiots bichon malté","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3154816_uploaded_image1_1622898660.jpg"
"1740284380-230","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3156059","Chiots bergers allemands","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1740284382-231","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3157315","Chiot Labrador","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3157315_uploaded_image1_1623033828.jpg"
"1740284384-232","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435","Caniches Bichons maltais - 5 mois","125 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3159435_uploaded_image1_1623109995.jpg"
"1740284387-233","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3163567","Chiot Berger Allemand","165 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284389-234","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3166487","Chiot Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3166487_uploaded_image1_1623411352.jpg"
"1740284392-235","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3169152","Chiot berger allemand","175 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1740284394-236","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3173633","Chien","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3173633_uploaded_image1_1623766305.jpg"
"1740284396-237","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3173764","Chiots Berger Allemand","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3173764_uploaded_image1_1623769361.jpg"
"1740284399-238","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3174177","Chiots berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1740284401-239","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3174182","Chien berger belge malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3174182_uploaded_image1_1623781709.jpg"
"1740284404-240","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-male-3182211","Chiots pittbull male","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1740284406-241","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3183820","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1740284408-242","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3185241","Chiot pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1740284411-243","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286","Chiot Doberman","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189286_uploaded_image1_1624530960.jpg"
"1740284413-244","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-canne-corso-italien-3190440","Chien Canne Corso italien","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3190440_uploaded_image1_1624569942.jpg"
"1740284416-245","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3191873","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1740284418-246","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3193468","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1740284420-247","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3193543","Chiot berger allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740284423-248","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-rotweiller-3199510","Chiots Rotweiller","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1740284425-249","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3202334","Caniche bichon","200 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3202334_uploaded_image1_1625164146.jpg"
"1740284428-250","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861","Chiot Boerboel","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1740284430-251","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3214802","Chiot berger","250 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1740284432-252","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3226832","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1740284435-253","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932","Chiot métisse pitbull - malinois","170 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3236932_uploaded_image1_1626721106.jpg"
"1740284437-254","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-alaskan-malamut-3241666","Chiot Alaskan Malamut","550 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3241666_uploaded_image1_1627044118.jpg"
"1740284439-255","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3241804","Chiot Labrador","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3241804_uploaded_image1_1627049158.jpg"
"1740284442-256","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3241866","Chiots malinois","150 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1740284444-257","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3244351","Chiot","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg"
"1740284447-258","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3247804","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1740284449-259","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3252408","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1740284451-260","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3267297","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1740284454-261","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823","Chien berger allemand","130 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1740284456-262","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-3275523","Berger allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740284458-263","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-malinois-3277097","Chiots berger allemand malinois","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3277097_uploaded_image1_1628797153.jpg"
"1740284461-264","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-akita-3281423","Chiots Akita","450 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3281423_uploaded_image1_1629044957.jpg"
"1740284463-265","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3285176","Chiots bichon","155 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1740284466-266","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3287244","Chien","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1740284468-267","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3289564","Chiots Berger Allemand","135 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1740284470-268","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3291944","Chiot Berger Allemand","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284473-269","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357","Chiots Boerboels","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1740284475-270","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-croises-husky-golde-3303734","Chiots croisés husky golde","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3303734_uploaded_image1_1630254579.jpg"
"1740284478-271","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737","Chiot bichon maltais","165 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1740284480-272","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212","Bichon maltais","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3412462_uploaded_image1_1635705551.jpg"
"1740284482-273","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3309512","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1740284485-274","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3314578","Chiots","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg"
"1740284487-275","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3317614","Chiots","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg"
"1740284489-276","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3328493","Chiots malinois","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3328493_uploaded_image1_1631307007.jpg"
"1740284492-277","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3328494","Chiots berger allemand","160 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3737750_uploaded_image1_1654966380.jpg"
"1740284494-278","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-3328496","Chiots cane corso","400 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3627009_uploaded_image1_1648504752.jpg"
"1740284496-279","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pembroke-welch-corgi-3338430","Chien Pembroke Welch Corgi","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338430_uploaded_image1_1631815367.jpg"
"1740284499-280","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3338576","Chien berger allemand","109 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1740284501-281","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-husky-3344836","Chiots berger allemand  husky","120 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3344836_uploaded_image1_1632174475.jpg"
"1740284504-282","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3347884","Chiot","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1740284506-283","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3348655","Chiots berger allemand","100 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3348655_uploaded_image1_1632345423.jpg"
"1740284508-284","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3358891","Chiot Bichon maltais","300 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1740284511-285","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238","Chiots boerboels","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1740284513-286","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373","Chien berger belge malinois","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3366373_uploaded_image1_1633299895.jpg"
"1740284516-287","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797","Chiot pitbull","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3367797_uploaded_image1_1633361188.jpg"
"1740284518-288","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbull-pur-sang-3368452","Pitbull pur-sang","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3368452_uploaded_image1_1633396286.jpg"
"1740284520-289","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3368938","Chiot berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284523-290","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/femelle-berger-3376533","Femelle berger","220 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1740284525-291","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644","Chiots berger allemand","175 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1740284528-292","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709","Chiots berger allemand","175 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1740284530-293","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3384914","Chiot labrador","115 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384914_uploaded_image1_1634172104.jpg"
"1740284532-294","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-pur-sang-3386631","Chiot berger allemand pur-sang","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg"
"1740284535-295","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-shiba-3391753","Chiot Shiba","12 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3391753_uploaded_image1_1634566270.jpg"
"1740284537-296","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3391757","Chiot Labrador","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1740284539-297","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cockers-3392834","Chiot Cockers","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3392834_uploaded_image1_1634634800.jpg"
"1740284542-298","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3401220","Chiots bergers allemands","175 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1740284544-299","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879","Chiot Cairn Terrier","75 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3403879_uploaded_image1_1635228058.jpg"
"1740284547-300","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3410404","Chiot bichon","170 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955373_uploaded_image1_1726948506.jpg"
"1740284549-301","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-male-3412462","Chien bichon maltais mâle","200 000 CFA","",""
"1740284551-302","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3423235","Chiots","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1740284557-303","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3424026","Chiot","100 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1740284559-304","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3426533","Chien pitbull mâle","170 000 CFA","",""
"1740284561-305","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3428785","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1740284564-306","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3442911","Chiot pitbull","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1740284566-307","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443479","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1740284568-308","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443483","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1740284571-309","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3449348","Chiot labrador","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1740284573-310","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3450883","Chiot Berger Allemand","130 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
